Token Name,Buy or Sell,Timestamp,SOL Balance,Token Balance,Description,Signature,USD Balance
JUP,Sell,Sat  17 Aug 2024 15:37:45 GMT,0.032424256,6.067431,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.032424256 SOL for 6.067431 JUP,vrqPuzQsmvpoW6mro4Vu35Hbf5WzCWziUs8ZqdMWwLM1XNT6Maznx8LZ6XXaQk1UdZ98QCkse21Ljdqd758fsjX,4.489527973155422
MUDZ,Buy,Sat  17 Aug 2024 15:37:43 GMT,0.029861574,578478.16,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 578478.16 MUDZ for 0.029861574 SOL,2ycHhwB1z7QH9LHKZ7xPSR2N7gGH5GMcckUK8jMbaibcMGLtXRxKDHxN3xfE8QQEkj7YWqa97zWf6VkyA2UsrKTq,4.134693847576661
BOOMER,Sell,Sat  17 Aug 2024 15:37:34 GMT,0.033333333,621462.541451,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.033333333 SOL for 621462.541451 BOOMER,4qkuG757zYiCUtU5Ccny8XzsLzZyZZyeYH9esCVHJ5Haxfu1giB94bFkHQCMN7UMwwzDpDUhzH5tGALa4MvjjTGb,4.6154006106417595
MOTHER,Sell,Sat  17 Aug 2024 15:36:37 GMT,4.348841275,15569.5,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 4.348841275 SOL for 15569.5 MOTHER,32Jp7hmvVBAbjFFNStrPD5ij3K9eSsuw8ue1igSumydRLpN6sjpNs6FSaPofpzgz2n7D6yie4LhRXkxCc77FtVGR,602.1493463080661
WWPD,Sell,Sat  17 Aug 2024 15:36:22 GMT,0.025,173846.773397,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.025 SOL for 173846.773397 WWPD,3DU4xjcBFAZADnCdDNRwvDVEMXUz58iCqMqK8AaETuURun9tZyEptSk4AFAuPAsSNvKVA1n3hBucjU2uz99rsMNP,3.4615504925968246
WTS,Buy,Sat  17 Aug 2024 21:42:04 GMT,0.034675861,5560.612288,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 5560.612288 WTS for 0.034675861 SOL,5KRMgSBu9dpojK6TZ7eMsfhNbXFhVoJbMfVcpTkpKLHK2SFr8W1aPc2dqFi2Y5SmAe8MthbCHqoT7U9A7wSSMVUb,4.801289749030761
USDC,Buy,Sat  17 Aug 2024 15:35:46 GMT,3.360986685,473.840033,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 473.840033 USDC for 3.360986685 SOL,vATRQ9a69Wtf9tTaWXoofovQD7mcnyyL1wZYRsnVTXjovkqpWafC12w8jQteH2QfKHDweMaZZUeGmbhC2w9VpPG,465.36900460292475
wDOG,Sell,Sat  17 Aug 2024 21:41:55 GMT,2.5,29689.656398,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 2.5 SOL for 29689.656398 wDOG,4qNEenqVvjwERE4yCs4bzkK293ffpx123P3dQjAM6MFuMEktFhUg1fTzkhf268cKoGcuxCXBHdVMM2CDJkRt7BB1,346.15504925968247
DUCKY,Buy,Sat  17 Aug 2024 15:35:45 GMT,0.264328221,8368.04,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 8368.04 DUCKY for 0.264328221 SOL,TEQjbtCCSW3vusa3kmPBHb28PhJcEJLBLaCkWkYn8eYY8AJCnHXVJ18Eybf27MEC3xUmBjQe78SZDPxKdYAAorU,36.59941934439169
BigT,Sell,Sat  17 Aug 2024 21:41:55 GMT,0.1,947.875281156,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.1 SOL for 947.875281156 BigT,5CSq8f6EFtV1zoUyeUhK8GN2kE6vwujfDvcnvy7j929U3H3GF3U1GopazVwfkC47n8TDefGBPnUxCzWh37nBN64S,13.846201970387298
MUDZ,Sell,Sat  17 Aug 2024 15:35:45 GMT,0.03,578260.657012877,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.03 SOL for 578260.657012877 MUDZ,5EAdGNjusELgV78Mb5ZNzqen7tUDsJiRKbjxzH7vskXdXzHRUcpiF1rZx4fasrqcME5zrsQXG1cT4NMEUd9eNsua,4.15386059111619
Bazinga,Buy,Sat  17 Aug 2024 21:41:17 GMT,0.203655688,5119.562205,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 5119.562205 Bazinga for 0.203655688 SOL,4cT8nhcaTz4WRrF9qHFVyZKAvjkzP5A81qyHBg4BftMRdThDZUr2sTFwJQQC6QT2QhqoJm1rSes7of2Do7QV7vqX,28.19857788466181
MOAI,Sell,Sat  17 Aug 2024 15:35:41 GMT,0.050005001,601.223559816,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.050005001 SOL for 601.223559816 MOAI,2pmDnakFRytqHEwgQ7y29uweYAprr5222cRR5JhYNbeoxYpVQXXtYbS25SkEmhVRc2eb2trtYvG7xhejF91uusCW,6.923793433754188
meme,Sell,Sat  17 Aug 2024 21:41:12 GMT,0.041,12672.529378,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.041 SOL for 12672.529378 meme,3YC4DuC8jdKhcWukoHq82rD95fU575CE4TGtueSrvyaQnU1T7YYGqyQk66Ro2eEA2TTUwZKRLDauJWCgTbwK2kLd,5.676942807858793
Bazinga,Buy,Sat  17 Aug 2024 15:35:31 GMT,0.174362324,5119.562205,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 5119.562205 Bazinga for 0.174362324 SOL,5W5V2HdBpxtWdR5EDJKEteE3vHCwua4S1mrjrpZwFSHZiM3nHYmLhAJvetnUKHXhSNDXC91Uk1wZkR1ZePCFuZp7,24.142559541301086
HOWIE,Sell,Sat  17 Aug 2024 21:41:11 GMT,0.021381578,105880.99893,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021381578 SOL for 105880.99893 HOWIE,3f77E7YPCEAvj3SPUXUqqYSKRkR4DSAHAu5RQNX7u4h4FBb19y1vHT8B5ibnwDgQdXPp1NZ5JCNKx4Jd1jiRYhNo,2.960536474335897
BOOMER,Sell,Sat  17 Aug 2024 15:35:30 GMT,0.033333333,385952.924772,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.033333333 SOL for 385952.924772 BOOMER,52vQBNxXYykWkpXwFwYCvufKpJvGdZmSNuJfmSaeicu2ifvaGsfoBRA1yFV6fucZFhTbCQNngML7LLA4dYYhSFRQ,4.6154006106417595
KHAI,Sell,Sat  17 Aug 2024 21:41:09 GMT,0.28536494,128.3111609,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.28536494 SOL for 128.3111609 KHAI,5UTMSvrZseXhHAzLxy4bsV4JdzGgFLDUAvzZ5eoB4LxQc7hjUARum51PMzWGEFkrwM5cC5mYwTaAFeVzCEfua29m,39.512205945074534
CATDOG,Buy,Sat  17 Aug 2024 15:35:20 GMT,0.014963649,4166.66666667,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 4166.66666667 CATDOG for 0.014963649 SOL,4pXyci22p2xshGJevgrkN8QrKd8LLE8rUtHuiHJ1kj69tHtJYbePGavJS9uFjTaa18pj4dNwcNeYx9TZqUpZ2Srb,2.0718970626798394
POLIS,Sell,Sat  17 Aug 2024 21:40:59 GMT,0.021964772,26.75414017,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021964772 SOL for 26.75414017 POLIS,2L7tXtcTP2an2hvRWs67PeW8UjUM6fCfM17FGiU2H9oDCQe6D4gR6HRSeFYA7sT6TzvWhjWdZ4rjbubszv5WjSNf,3.0412866934550777
$INA,Buy,Sat  17 Aug 2024 15:34:56 GMT,0.188858696,11929.400097,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 11929.400097 $INA for 0.188858696 SOL,4LepxUb8n6ABKRUZTchUbXKVXS4tuKGDHhHF3X6Lx3PAqCQL5rmuFvR4H8Lz6YSwbquxMmufxpXWQBJ4xodMBCd8,26.149756486799756
PUPPET,Buy,Sat  17 Aug 2024 21:40:58 GMT,0.076282154,101343.74,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 101343.74 PUPPET for 0.076282154 SOL,2ZNwRinQnfcmjF4bMyBcjGPpYJpRv266RJgdwkk8UXEEtLdo2h3Si56ZMhAATEYFwz5zBCXTvnadj7b4hGvv76Yq,10.562181110201873
USDC,Buy,Sat  17 Aug 2024 15:34:40 GMT,0.022147712,3.125,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 3.125 USDC for 0.022147712 SOL,5wCTqG4T8X7iew2J8sZKt28y6C1VXLGfJJGYBcjQjoQ49K5VfViCcP6DX1a89up8FWQXvkw5U2wqUNAZooQz9VBX,3.066616935339704
BigT,Sell,Sat  17 Aug 2024 21:40:58 GMT,0.1,947.8155092,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.1 SOL for 947.8155092 BigT,2tAc2eV2NtxqBiWiKS3APNyvZ1wW1j8eAzXU8PHV8EsJJLF6dYa3KNERRihd3k1kLMmwfBHdLFVbaPavqaskBFZN,13.846201970387298
KEN,Buy,Sat  17 Aug 2024 15:34:40 GMT,0.044031812,37233.94,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 37233.94 KEN for 0.044031812 SOL,2NBeEveda1Fra3J3EL6wew1eFdKK7Bo1qn5bCYobMTVuxyB86j9rH6tfuTnBepEgWpZ8V8TwmDNtZtyKEnWysqm,6.09673362074123
WTS,Buy,Sat  17 Aug 2024 21:40:58 GMT,0.046261488,7414.149718,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 7414.149718 WTS for 0.046261488 SOL,3vtPdTzNj4PfDa6zA1SozVuFtDQdschtc2s2Q55mXj7ULk43kzKkXLGPDT8WeqkbyKLe5fXL6iazyDtRK84RYRWR,6.405459062986484
$INA,Sell,Sat  17 Aug 2024 15:34:31 GMT,0.116883116,7345.257858,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.116883116 SOL for 7345.257858 $INA,wTwdA7qFVmKXin4sTgaibntWrjDpuVKqmVvi3Qfa3osPd58NHswsanAu1nE97oeLjWW8gzCMrY4hzTJVNwrAKTf,16.18387231064207
HOWIE,Sell,Sat  17 Aug 2024 21:40:54 GMT,0.021382978,105951.494849,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021382978 SOL for 105951.494849 HOWIE,RL5uw5uyfPmhUNBJ1eVdvnaMMQ54aW1QRkuErHKQLuuHrDdAcNYd8hA9NFqGe4CtYKWfRxrvQPNWpBKzaQyYac4,2.960730321163483
Cyber,Sell,Sat  17 Aug 2024 15:34:06 GMT,0.0375,675767.797906,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 0.0375 SOL for 675767.797906 Cyber,5neZRpXhYC8AQnGDiGvVVMFqJyzLgC4qNax4vZYC1hsHaZQzhUaTXJdpN1ZFrhAnEHojuGdbQoKgDdN66s6kxUHy,5.192325738895237
KAMA,Buy,Sat  17 Aug 2024 21:40:27 GMT,0.069608928,821.502828803,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 821.502828803 KAMA for 0.069608928 SOL,3db6Rj9F5LkybKHxDybvmJNdaDtQ6gW4eELEPtQEUkqqYF6CJTKd39EzhRu27kYiroQ2XZXrsM83XKjKGLqb64Bx,9.638192760301475
MOTHER,Sell,Sat  17 Aug 2024 15:33:45 GMT,4.348841275,15536.491727,DCAKxn5PFNN1mBREPWGdk1RXg5aVH9rPErLfBFEi2Emb swapped 4.348841275 SOL for 15536.491727 MOTHER,5bQmfoezuQZhNQE6GiFEhAFZuYjKWgUEEgB8Pjmgv8jRjJ3ScAGehXMxJJ33s2drHjAJXm8dj7dxMJsNYnUBGvJU,602.1493463080661
wDOG,Sell,Sat  17 Aug 2024 21:40:16 GMT,5,59259.992216,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 5 SOL for 59259.992216 wDOG,4Z8m34sPM9Eq7k3oGNCTdUyQMRPEAUnpmzBaDjj8QPnAPF5Be2oWNeoKXSAUMXkUU5QYCqYCsRWtfMpQAVkwPhrT,692.3100985193649
SKBDI,Sell,Sat  17 Aug 2024 21:40:16 GMT,0.033333333,112.08716897,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.033333333 SOL for 112.08716897 SKBDI,4JpHHnx9YSvKpXGpNUYFWDUMb9EttNirQoMpZFrLNvRQKCswNe262pQeFxShT9JSLNfSL3nUZDxQ2HPijFo9e9V2,4.6154006106417595
T1500,Buy,Sat  17 Aug 2024 21:40:00 GMT,0.500145121,16666.666667,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 16666.666667 T1500 for 0.500145121 SOL,F7KdkBuj4CAdUVcJStpXigrxTQqaP62X8B53dQAqWHMajng4Fp4mwM2fcd5inUcsMvvY26uE4jG8ZQMQx9N5iTo,69.25110359869794
BigT,Sell,Sat  17 Aug 2024 21:39:54 GMT,0.1,948.086326476,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.1 SOL for 948.086326476 BigT,2Fr6cQrZoeoznbrVg9gvFwQHfjRPQk5PnBxHD8ozCG8uNE4BV8gy4gjNNH1UKyusNNkVaVEamTymsqcAe7rdcTqg,13.846201970387298
HOWIE,Sell,Sat  17 Aug 2024 21:39:54 GMT,0.021382978,106015.119847,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.021382978 SOL for 106015.119847 HOWIE,3wvQciFCQ99zRy5o8PnMt57R82Nu89hE1XAFmuzeF1TCSXJ4qYmfW1a7v9xTr5YWTAAxu1qjDyb2XTcyeUCHQqVq,2.960730321163483
JHH,Buy,Sat  17 Aug 2024 21:39:52 GMT,0.034228925,7137324.363,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 7137324.363 JHH for 0.034228925 SOL,4YRWFeoDnzRqXRAKQprEqqiwESw6FFnp26aoVXYjTzN8nMXE3mcWpKdUQnHPDpqLEohmTDYNBQYQHM5pAtsRySWs,4.739406087792391
Klewi,Sell,Sat  17 Aug 2024 21:39:41 GMT,0.058333333,1920467.777913,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.058333333 SOL for 1920467.777913 Klewi,a3ERyC5zhzXSFH7c59bT28xcR7CQ3rJE9tL7H8mJF2UvrrpqDzaCfpbfU7n2CXMJC871ASAismgZgcjq38jdive,8.076951103238585
PRAY,Sell,Sat  17 Aug 2024 21:39:24 GMT,0.05,18562.753031,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.05 SOL for 18562.753031 PRAY,4bfxAWMsEDVtuKmrB4j9KHguSeQrU9hnBZj3xNQ1dQjY9jW5MrVDsp51F8WY1sind2h7bv8yzfA6oUFdmGxTgC8F,6.923100985193649
wDOG,Sell,Sat  17 Aug 2024 21:39:22 GMT,5,59552.325667,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 5 SOL for 59552.325667 wDOG,47SnAsLncbbJFZcykaHB2PKh4C6X4eTV7gHLzzRzvdSa8yG6YMtDG9bPJS42whhXY1FYv2ZLfufejkeNH4FWhTuA,692.3100985193649
CATDOG,Buy,Sat  17 Aug 2024 21:39:22 GMT,0.025447089,6901.76938341,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 6901.76938341 CATDOG for 0.025447089 SOL,4deSZYmiiTR1PJdobD2z6HHgAyT3LeMeNnvQuT1tR3MSD42T3pe5z3vv9tvEtKrG4KLuTRVBRHAEQ7LCfrzces6E,3.5234553385242093
WTS,Buy,Sat  17 Aug 2024 21:38:55 GMT,0.024963254,4000,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 4000 WTS for 0.024963254 SOL,5HU6SoesQ3fkyjqxjAmtZNGJBDLBLDvKFgu33TzqZFoNdDmfRvJhxxu5vSc2FGxASWQCB7MLkfwZ6UpjpMit1vUi,3.456462567220786
USDC,Sell,Thu  15 Aug 2024 22:40:12 GMT,0.05,7.23026,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 0.05 SOL for 7.23026 USDC,3MUyHXew8t5yDrGNaimnky7Y2fRB1DrXGghHPz2PDAEnbecoUkdhwCC3irNG2naT5tdSfzaterEop9fLN42rvbcW,6.923100985193649
GIGA,Buy,Sat  17 Aug 2024 21:38:47 GMT,11.290756907,74320.87393,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 74320.87393 GIGA for 11.290756907 SOL,2c3X2CPfa8rm5dGgf3ByuCpCqyLyBPgKoApKTh6R57qV8o2Dw4q9giH7EUsxvXGLrTikBKk9cHAik5kWVAyzzMC6,1563.341005328674
WEN,Sell,Thu  15 Aug 2024 22:39:41 GMT,0.101668147,190710.90238,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 0.101668147 SOL for 190710.90238 WEN,3KXsiZKJXJNcgzieQCrSBwk7vMXu8jQiaGphv86v8YyWvBgHSSX8fJ2WAthX3ds4efjMLZFxrEwh631hLPPoMXPL,14.077176973170255
CATDOG,Buy,Sat  17 Aug 2024 21:38:31 GMT,0.025447588,6901.76938341,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 6901.76938341 CATDOG for 0.025447588 SOL,4dMj4UcZrLxsqTmGKoBTMbNbuy9wwsrPbsTH8BqGpz3RXvuRdMovC7GYQwDopLBN7hzg4RCkeFCfWMtWqD6UQunb,3.5235244310720417
USDC,Sell,Thu  15 Aug 2024 22:38:08 GMT,88.89,12800.028428,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 88.89 SOL for 12800.028428 USDC,2p7hqmhLk6WNvY7LcC7EBhnZ9UduPGoGLj42JtHkgg8Tz1tKCkNtmbsopVUBr8ZGLRpuG65cgX64SxSFqWkAxztn,12307.88893147727
MOAI,Sell,Sat  17 Aug 2024 21:38:26 GMT,0.050005001,600.113572316,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.050005001 SOL for 600.113572316 MOAI,5RJ4bd8V6iP69JVXe92TXiaJH8DnCQJghDLA3EcY1RUFJqFE7Ggti1AmzboEnJTSvTHvdgrHytNhMSD1Tjqrhz6C,6.923793433754188
USDC,Sell,Thu  15 Aug 2024 22:38:02 GMT,49,7064.139004,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 49 SOL for 7064.139004 USDC,4HMWAeTuaJh457a6Si2VYWhr9k9Z99DKMbL7DsLmf1mYMpy6MLvyJPJDN4ckLuiwarhrseqRqAmx5Vn3bibwVmt4,6784.638965489776
PRAY,Sell,Sat  17 Aug 2024 21:37:57 GMT,0.022222222,8252.459438,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.022222222 SOL for 8252.459438 PRAY,6psNJJcEQVzBFqkUHZ53by1jzdj1TAzTyXE9zQcxi69XdWxf7BZFKB9Vg8MbmpocrYfsuyFRe5BvvaGhaQNp8SY,3.07693374042784
FWOG,Sell,Thu  15 Aug 2024 22:34:11 GMT,0.695758935,6002.659336,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 0.695758935 SOL for 6002.659336 FWOG,4eWyZbFb7NHxr6kfZByNSjLCQe53uBE6axJnJJjs2shAHyrWFeQ5AuetH72BKvqET11kHFxh8Qi7WQRyNMWz47sv,96.33618736711568
GIGA,Buy,Sat  17 Aug 2024 21:37:41 GMT,11.223863068,74320.87393,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 74320.87393 GIGA for 11.223863068 SOL,36dYAeGSLoZxEjFRpbA3f456WvyeYPk4ko2izWaoEctuVuAXpfqC1UPxWDFH6jNjHU4PMn8eRZRRTtoxR3vMLPvP,1554.0787492749882
LIKE,Sell,Thu  15 Aug 2024 22:30:52 GMT,0.510324326,3005.742093854,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 0.510324326 SOL for 3005.742093854 LIKE,3Nq7YMyyPArSdaRck5cAj1TqVGAtq2aeqNppz4jXJpximtANNJ87Wo18jB6NPzb1btQuKWex2PxEmiS2Yt4CExZx,70.6605368819777
FOS,Buy,Sat  17 Aug 2024 21:37:21 GMT,0.130718983,60769.255876,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 60769.255876 FOS for 0.130718983 SOL,3j2pBLeD9HMjPZtMxHUqiFtc1HMt9T4VAj7X1dB2waDHz1S8isKcD4jRVgsP1isNhgqhSbsJQ6AuN2QjoHb2yCid,18.09961439981624
JLP,Sell,Thu  15 Aug 2024 22:30:51 GMT,160,7273.556386,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 160 SOL for 7273.556386 JLP,2WrxpwPGhKnX8BAgmrNr8nhpPxx6hzSg4kpX4HEyhy1GSMnjBkZ3wwRvYxgzWssbMfkyaLVzeBpUTcYD9wh9fMi3,22153.923152619678
KAMA,Buy,Sat  17 Aug 2024 21:37:12 GMT,0.069620853,821.502828803,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 821.502828803 KAMA for 0.069620853 SOL,hKga9PH7kj8DnDft2W8aoX5mJF91xL1E5JZhRjLDcBSTPpYRxYXnuQyZZLWo3XrUBHUwNhtxfeFMbFmxafm7Qxk,9.639843919886443
JLP,Sell,Thu  15 Aug 2024 22:30:31 GMT,40,1822.763593,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 40 SOL for 1822.763593 JLP,5MN5HsRxReiX7deDoz7ruAVQZrXHUZijudndzT9UcZFSo9VD86ziob6tKrwPRx2WviC7ghcxDJVNhvB9XKwoub5K,5538.4807881549195
BUB,Buy,Sat  17 Aug 2024 21:37:12 GMT,0.85368712,6544.773333,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 6544.773333 BUB for 0.85368712 SOL,34GvShM7SupvE19Aq2vfE6oqk7ZsLD1hVetnoCVFdyAoWA2Vw8dceuWxxHAdN5ezdL2F9nWr7E4pxhM51QuzYjoH,118.20324283038258
USDC,Sell,Thu  15 Aug 2024 22:30:12 GMT,0.036,5.16304,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 0.036 SOL for 5.16304 USDC,2JcmP3dJGeB6UN5p3gkwW3WuFZRBCsE6PbTuT2RVFZy9CKMmq7gyBAUZhznbGsm3K89YWSugysQh9ZAm9ZQqN4Nn,4.984632709339427
GIGA,Buy,Sat  17 Aug 2024 21:36:44 GMT,11.234670276,74320.87393,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 74320.87393 GIGA for 11.234670276 SOL,2c1a8m2aVpewb9ExMfNnDvmRukY4hB8ghiRZven5opiTqMSrVbJyfnbEcGJxHeVTPU4jL9WMQaAwuUnKUHpb8xdG,1555.575137122028
USDC,Sell,Thu  15 Aug 2024 22:27:59 GMT,0.16,22.800461,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 0.16 SOL for 22.800461 USDC,CS33koU7GsArBfmfo2HsRiMnHF7U82AT6j7CMCAGURUo5BESH5m2i39BoKmNfUqLoqiVMeYQb8XQJVv67h55zEm,22.15392315261968
meme,Sell,Sat  17 Aug 2024 21:36:20 GMT,0.041,13397.935232,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.041 SOL for 13397.935232 meme,xtMtYxtr8nQsDDLi2f4BJWWUsVpChzWNuSq2tnjCEBB6aZQ46W3uJ4EYffWRqMGVemk4L2BTMvs6MG2kBEZ6zEr,5.676942807858793
USDC,Sell,Thu  15 Aug 2024 22:27:23 GMT,0.16,22.815687,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 0.16 SOL for 22.815687 USDC,Sz1Fqn5JWdmNS73Gguw3GVQ3R8xjxUXtMAjGR1smqyvpVAhu9feLNtaa6B2LK5MBN4f5xag1QFMLmJQikRhVRVr,22.15392315261968
CATDOG,Buy,Sat  17 Aug 2024 21:36:20 GMT,0.025447154,6901.76938341,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 6901.76938341 CATDOG for 0.025447154 SOL,io5NAmiXBG2M9qR74n1sZR5TS3p2bffWTzRzCFGLx4xqfJE1sWWsLQ9kf1EnrAi1RTsz5VPzPBm9dG7YnmtZvEu,3.52346433855549
Twinny,Sell,Thu  15 Aug 2024 22:26:32 GMT,4.513271824,2244070.702648,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 4.513271824 SOL for 2244070.702648 Twinny,3D4B7EUevr428Zwn38cbbAT7YRcaTHsbvpAz5Lfz6Pj3zKFp3wCNgsoJwyqqfFqFVbcgNo5tNGDJu7TddinpjEwH,624.9167322236228
WTS,Buy,Sat  17 Aug 2024 21:36:06 GMT,0.043419775,6953.198768,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 6953.198768 WTS for 0.043419775 SOL,4MCMMro7sei9g6qsCKRFddyN8eeezXFKasurGgZC5Pgqh9LZLe7Y4uWnNQDD65TKCFjDobhg9ibc9PM5SaGEQX6d,6.0119897415877315
USDC,Sell,Thu  15 Aug 2024 22:25:58 GMT,0.96,136.547261,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF swapped 0.96 SOL for 136.547261 USDC,3P48jAKEYapjynYdi26c88WFwRkYfE63K1vjCpJmPtScVsvc2ZzowPDwTee7m5fQZX6uCEp3ZxXtZWz4WLtbhCzC,132.92353891571807
KHAI,Sell,Sat  17 Aug 2024 21:36:04 GMT,0.28536494,129.87611417,DCAKuApAuZtVNYLk3KTAVW9GLWVvPbnb5CxxRRmVgcTr swapped 0.28536494 SOL for 129.87611417 KHAI,vRMFPD7NRdSwMy7ac3Fxni9QrifdLFesKfD21jCHDDYPZsjEQy6MuAMgLngYVxUUq7UWgu5rAikusgFpPgNPTw8,39.512205945074534
